#BLTrackFile ... user comment...
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight Bx By Bz Ex Ey Ez ProperTime PathLength PolX PolY PolZ InitX InitY InitZ InitT InitKE
1.105513 3.986128 0.000000 -20.770072 -14.518449 115.978333 1.282438 13 1 1 0 1 
0.461066 -2.445976 0.000000 -1.194791 7.679821 119.530370 -1.646090 13 2 1 0 1 
-0.590599 1.296167 0.000000 -2.233379 -13.074764 118.154291 2.141195 13 3 1 0 1 
0.018498 0.525940 0.000000 -7.500834 -6.897200 119.352410 1.184351 13 4 1 0 1 
-0.337383 -2.544413 0.000000 1.812639 7.052298 121.482944 2.588684 13 5 1 0 1 
0.290293 1.983311 0.000000 0.872632 5.507620 119.982181 -0.252621 13 6 1 0 1 
0.572261 1.565435 0.000000 -3.074758 -1.399150 120.086156 0.503562 13 7 1 0 1 
-1.375638 2.927243 0.000000 -13.875137 4.576305 118.931591 1.576045 13 8 1 0 1 
0.271120 -1.084685 0.000000 -0.469589 4.185861 119.097463 0.508869 13 9 1 0 1 
-0.480349 -4.523114 0.000000 1.483303 4.894071 121.162508 0.749732 13 10 1 0 1 
2.366880 2.156196 0.000000 -8.325240 -5.098594 120.617454 -2.279088 13 11 1 0 1 
2.083862 -0.348207 0.000000 -13.273972 3.441297 118.199699 -1.359811 13 12 1 0 1 
0.247217 -1.027815 0.000000 1.500225 -11.052870 118.269287 -2.310402 13 13 1 0 1 
2.761782 0.341796 0.000000 3.333786 3.717915 120.326361 1.416898 13 14 1 0 1 
1.184209 2.701810 0.000000 18.249444 10.670433 119.064358 -0.520558 13 15 1 0 1 
-2.836090 -0.161514 0.000000 -8.630739 -2.748170 117.873289 0.694388 13 16 1 0 1 
-1.894440 -2.772911 0.000000 -5.071200 -1.328102 119.596866 -1.033342 13 17 1 0 1 
0.599759 0.079015 0.000000 -2.501232 3.805549 119.385487 -1.485205 13 18 1 0 1 
2.193470 2.216238 0.000000 -12.626248 3.748516 118.835436 -2.284851 13 19 1 0 1 
2.278852 -0.518112 0.000000 -10.343644 4.951181 117.598671 -0.363439 13 20 1 0 1 
3.462773 2.729709 0.000000 -2.467107 -13.433786 119.189600 2.360743 13 21 1 0 1 
2.224325 1.790505 0.000000 -3.552878 -4.112813 119.361590 -2.055679 13 22 1 0 1 
0.814604 -3.751445 0.000000 8.944975 0.491988 118.720277 -0.772406 13 23 1 0 1 
0.867404 0.312063 0.000000 -4.218190 -1.298078 118.600275 1.657815 13 24 1 0 1 
-4.141675 2.239390 0.000000 17.523717 -10.874184 118.746541 -2.198686 13 25 1 0 1 
1.348839 -0.037496 0.000000 -8.217133 -0.443188 120.101349 -2.197222 13 26 1 0 1 
-3.692515 -0.042683 0.000000 12.616387 1.140652 118.684642 0.404672 13 27 1 0 1 
0.788856 0.887100 0.000000 -15.479075 -7.254130 117.796361 0.599192 13 28 1 0 1 
-0.396450 -1.461877 0.000000 -8.623659 -5.959592 118.413126 -2.782616 13 29 1 0 1 
-3.836433 -2.973933 0.000000 10.128672 2.033922 117.769226 1.040933 13 30 1 0 1 
0.834732 -5.077674 0.000000 5.927565 -0.292970 120.451664 0.830188 13 31 1 0 1 
1.728094 -0.476059 0.000000 2.652959 -14.068629 118.469634 -1.934569 13 32 1 0 1 
0.981546 0.427784 0.000000 13.060558 10.476377 120.168968 0.674898 13 33 1 0 1 
1.947763 0.277043 0.000000 9.292785 -3.140360 120.124898 0.035926 13 34 1 0 1 
1.582384 -0.035280 0.000000 -12.575315 1.980591 119.295724 -0.083455 13 35 1 0 1 
1.250724 1.192548 0.000000 -4.052820 -2.107096 121.195836 2.252335 13 36 1 0 1 
-1.794340 -1.028646 0.000000 -2.229004 0.603394 119.634684 1.285886 13 37 1 0 1 
-1.226022 2.459052 0.000000 5.291924 -1.005632 119.718617 -0.533338 13 38 1 0 1 
